1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,6,6,8,9,9,10,10,11,13,13,13,14,15,15,16,18,22,24,28,35,38,46,50,62,74,102,159,318,636,1272,2544,5088
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,6,6,7,7,7,7,9,9,9,10,10,10,10,11,11,11,12,13,13,13,14,15,16,16,21,21,24,28,32,33,36,38,44,52,65,69,79,97,118,161,257,514,1028,2056,4112,8224
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,8,8,8,8,8,9,9,10,12,12,15,15,15,16,17,20,23,24,30,33,37,40,46,53,68,77,97,128,203,406,812,1624,3248,6496
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,7,8,8,8,8,10,11,11,11,12,12,13,13,14,15,16,17,17,19,22,24,27,30,33,36,41,46,51,61,71,79,90,120,161,249,498,996,1992,3984,7968
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,8,8,8,8,9,9,12,12,13,13,14,14,16,17,20,23,24,26,27,36,38,40,43,59,66,76,91,111,144,225,450,900,1800,3600,7200
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,8,8,8,8,10,11,12,16,16,18,18,21,23,25,25,26,29,33,39,48,52,56,69,85,101,134,210,420,840,1680,3360,6720
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,7,8,8,9,9,9,10,13,13,14,15,16,19,22,24,25,31,37,43,50,65,87,137,274,548,1096,2192,4384
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,7,8,9,9,10,11,11,12,13,14,14,16,17,19,22,23,25,27,29,34,36,42,45,51,63,74,87,96,116,163,259,518,1036,2072,4144,8288
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,6,6,7,7,7,7,7,9,9,10,10,12,14,15,16,18,20,21,24,26,29,32,35,38,43,52,62,71,89,119,188,376,752,1504,3008,6016
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,7,8,9,9,9,11,12,14,14,14,14,15,16,18,21,24,26,29,34,39,43,53,60,72,88,121,191,382,764,1528,3056,6112
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,6,6,6,7,7,7,8,9,10,11,11,11,13,13,16,17,17,19,24,28,29,31,33,40,50,54,60,68,87,121,194,388,776,1552,3104,6208
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,6,6,6,6,6,7,8,8,8,8,9,10,11,11,12,13,13,16,17,21,21,25,28,29,35,39,45,51,58,66,88,125,188,376,752,1504,3008,6016
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,8,8,8,9,9,9,9,10,11,11,13,14,15,16,16,19,21,23,24,28,29,32,37,47,50,54,62,73,88,115,149,229,458,916,1832,3664,7328
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,7,7,7,8,8,8,9,10,11,11,11,11,12,12,12,13,15,16,16,16,19,21,24,24,27,32,34,38,40,42,49,59,66,74,89,101,127,170,273,546,1092,2184,4368,8736
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,6,6,6,7,7,7,9,9,9,10,10,10,11,11,11,12,15,17,18,19,20,25,29,30,34,38,47,56,59,69,83,117,181,362,724,1448,2896,5792
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,8,9,11,11,12,13,14,15,15,18,20,23,25,27,29,36,42,50,58,63,78,98,124,193,386,772,1544,3088,6176
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,8,9,9,9,9,9,9,11,11,12,12,12,15,17,17,18,19,22,26,28,28,35,41,46,51,63,71,93,123,193,386,772,1544,3088,6176
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,7,7,7,7,7,7,8,8,10,10,10,10,11,11,12,13,13,15,16,19,21,22,23,25,29,32,34,38,45,50,57,63,80,91,113,153,241,482,964,1928,3856,7712
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,7,7,7,7,7,8,8,8,8,9,10,11,12,13,14,14,15,19,21,22,25,28,29,32,39,42,50,64,71,91,114,183,366,732,1464,2928,5856
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,8,8,9,9,9,9,9,13,13,13,16,18,20,21,24,24,27,29,33,37,45,50,58,70,81,95,131,206,412,824,1648,3296,6592
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,6,6,6,7,7,8,8,8,8,8,8,8,9,9,10,10,11,14,15,16,16,18,20,22,22,25,27,30,36,45,48,53,60,70,83,105,141,224,448,896,1792,3584,7168
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,6,7,8,8,9,9,9,10,11,12,16,17,18,20,20,21,28,32,34,37,45,52,63,77,103,159,318,636,1272,2544,5088
